slug,id,sofascore_id
denis-renta,1012947,1170275
iustin-grigore,1011424,1390084
ionut-gurau,464278,
andre-duarte,588095,1131891
danny-henriques,411502,
kyriakos-papadopoulos,58489,29791
matheus-mascarenhas,503766,884807
lucian-duta,1072069,1494086
giovanni-piccolomo,202919,
yassine-bahassa,692087,1012359
bogdan-duta,1072047,1494085
mario-ilie,1082103,1486730
vladislav-blanuta,706166,1002005
jibril-ibrahim,904958,1127613
andrei-gorcea,677152,1003355
patrik-kis,723824,1655123
denis-ispas,228074,937478
george-balan,1015475,
ivan-goranov,183538,150190
alin-techeres,992826,1426840
alexandru-faragau,723829,1152454
alin-chintes,1040558,1426614
raul-nistor,947502,1153234
darius-nistor,892724,1152462
david-molnar,1015477,1497664
raul-rotund,1115189,1500697
cosmin-larionesi,1008221,1526392
alexandru-bota,1118865,1477485
matei-moraru,816946,1152491
mamadou-thiam,368624,789193
albert-hofman,916301,1216152
danylo-kucher,427341,
erion-hoxhallari,204058,
aly-abeid,393436,932021
salvatore-marrone,519232,1092519
marco-bota,1083465,1440623
marko-roganovic,329312,101141
willie,212954,328879
wesley-jobello,181376,149736
virgiliu-postolachi,536519,901913
stefan-milosevic,306131,280763
orhan-ademi,92111,
patrick-pascalau,1041591,1440526
joseph-godwin,1074443,1440622
cristian-paz,357338,789369
naser-aliji,172982,334839
omar-govea,282927,359080
roberto-voican,1036953,1392756
doru-andrei,806193,1133168
robert-popescu,986504,1161079
alexandru-munteanu,811106,1392755
aymar-meleke,877638,1475457
junior-pius,314969,604214
gabriel-mutombo,341394,539218
rijad-sadiku,371078,924368
kassim-mdahoma,468512,
gabriel-niculescu,685449,1497656
alberto-brasoveanu,1107229,1497612
charles-petro,703710,1006041
shaquill-sno,290691,352542
narcis-ilas,992843,1494820
franco-mussis,74821,340899
yacouba-sylla,160080,138529
elad-shahaf,565145,892069
cyril-zabou,644080,1065848
virgile-pinson,389441,949372
codrin-carausu,1101450,1504805
junior-tallo,145416,125843
sebastian-micu,1019733,1390750
fabiano-bettini,1102885,1497697
brendon-lucas,432254,
radu-ciuciulete,1160212,1498813
fabio-vianna,671648,
facundo-rizzi,492974,863307
zorhan-bassong,531835,976163
tony-njike,742226,1047439
mimito-biai,364408,845686
robert-ene,1160213,
adriano-manole,1160214,
andrei-stoica,980610,1441046
dorian-bertrand,352464,941665
yanis-pirvu,992822,1429757
antonio-jakolis,81349,51157
boubacar-hanne,522412,920580
arnold-garita,252661,294633
kevin-koubemba,200320,222586
enzo-celestine,654352,1390432
julio-donisa,524242,829472
alexandru-florescu,1055171,1401181
raul-avram,384076,
sebastian-moroz,618607,1465157
andrei-jercalau,870050,1489945
bart-meijers,342719,809290
marian-huja,478347,943711
valentin-ticu,623420,942138
florin-borta,603327,942238
seniko-doua,1098513,1465153
alberto-olaru,605546,940710
juan-patrascu,1088074,1471735
stefan-purtic,475216,889152
ismael-diomande,170495,152255
jair,432742,
jefferson,252922,
ioan-tolea,1011742,1465151
mario-ionita,1008263,1492209
albert-dima,1017318,1503784
mario-bratu,700768,1022501
cosmin-tucaliuc,418234,942295
alessio-tudor,937049,1473412
gheorghe-grozav,96844,69213
harrison-manzala,268555,
mihnea-radulescu,1017320,1469868
raul-bucur,710096,1465155
sebastian-guiu,1126423,1497635
simon-mazarache,220924,797862
vlad-mutiu,309016,317571
alexandru-utiu,940627,1144856
calin-grecu,1164248,
marius-antoche,226545,927942
cornel-ene,224170,185337
benjamin-hanzu,1052686,1157462
vladut-popa,950236,1155230
paolo-medina,370863,944651
sota-mino,474909,
vesel-limaj,227092,801023
ciprian-biceanu,241259,
luca-mitrica,902303,1161068
cosmin-bucuroiu,938636,1155296
matko-babic,371223,795008
andres-brinzea,971628,1497628
esteban-orozco,531411,
costel-avram,928478,1155675
rassambek-akhmatov,605716,1189231
aly-ndom,396131,815539
alexandru-petre,863554,1394623
iulian-zamfir,971655,1400027
godberg-cooper,444984,941011
laurentiu-bucur,1106252,1485350
dylan-mboumbouni,353396,787583
teodor-pestisor,1140993,1494818
brent-lepistu,133613,90938
andrei-militaru,1088970,1490777
remus-gutea,1087172,
amine-benchaib,503855,888993
amadou-diallo,338013,803630
blerim-krasniqi,268868,326791
junior-kabananga,153067,138316
andrei-caprescu,1098941,
strahinja-pavlovic,574671,965893
lucas-gourna-douath,620313,1012657
moussa-kounfolo-yeo,1041861,1397180
oscar-gloukh,930571,1155158
fernando,550495,911195
karim-konate,847278,1139103
arthur-okonkwo,503769,1109561
tomi-horvat,340415,906698
mohammed-fuseini,979410,1212237
emanuel-emegha,559328,1048333
william-boving,610400,1021075
albian-ajeti,195906,282247
leon-grgic,822601,1387712
philipp-ziereis,152627,142852
akos-kecskes,204155,796342
gabriel-zirngast,523921,1407760
adil-taoui,463617,944892
marin-ljubicic,838236,1090010
robert-zulj,122676,121613
efthymios-koulouris,242638,386608
ibrahim-mustapha,797867,1085212
michael-sollbauer,74179,42950
denso-kasius,577394,
aleksa-pejic,542995,912989
nicolas-kuhn,336012,877835
guido-burgstaller,49239,23486
christian-fruchtl,336307,845024
billy-koumetio,696324,1003679
matan-baltaxa,355395,788831
doron-leidner,668596,1028984
manuel-polster,488072,962288
nikola-dovedan,120189,138143
hendrik-bonmann,104220,254461
elias-muller,725006,1474871
tim-oermann,696164,
ervin-omic,531599,1021033
simon-piesinger,89541,141205
kevin-bukusu,453796,997116
matteo-anzolin,395127,865642
florent-hajdini,922709,1401056
konstantin-kerschbaumer,81694,126205
pascal-muller,601135,1174089
maurice-malone,405568,877845
nikolaos-vergos,118302,
andreas-jungdal,592924,963038
lukas-gugganig,164142,336375
david-herold,604358,997178
emre-yabantas,694596,1395892
mike-steven-bahre,193006,254015
jurica-jurcec,502694,965021
alexis-tibidi,750886,1161925
jan-jurcec,672616,1003580
marko-lazetic,698548,997215
guy-dahan,396646,905030
damian-maksimovic,807956,1486707
simon-nesler-taubl,806469,
henri-koudossou,515624,
torben-rhein,522253,997174
yuliwes-bellache,1020544,1392422
angelo-bacic,610696,1512924
nemanja-motika,604323,1120524
yadaly-diaby,806496,1102099
emrehan-gedikli,580276,997130
nikola-djoric,655338,
jannik-robatsch,909860,1401055
solomon-bonnah,508637,1012898
andy-irving,430310,845464
rico-benatelli,86156,142628
moritz-berg,676888,1384234
daniel-francis,718315,1002400
sebastian-soto,605498,1002809
jonas-arweiler,246044,836997
sinan-karweina,337816,897290
matthew-durrans,324757,886099
marin-karamarko,317035,814883
maximilian-sellinger,523900,1087230
albert-ejupi,204291,919993
fabian-wilfinger,1009490,1384232
dominik-prokop,223975,352366
ruben-providence,536520,954066
eylon-almog,396641,937621
dominik-frieser,273553,336675
jakob-knollmuller,580613,1196042
jakob-kolb,1019162,
nico-wiesinger,602657,1138112
roko-jurisic,570721,929658
philipp-birglehner,307549,888677
kingsley-michael,401920,822468
diego-madritsch,742012,1385456
jonas-mayer,693101,1150764
aleksandar-lutovac,257473,799152
oliver-kragl,56513,86364
belmin-beganovic,693092,1212322
agyemang-diawusie,317024,827244
ben-worndl,600980,1212324
valentin-akrap,602619,1212333
osarenren-okungbowa,165407,289261
florian-tipotsch,602778,1389842
cem-ustundag,445623,1387006
thomas-geris,524487,
nik-prelec,469690,928848
lautaro-rinaldi,283602,323441
salko-hamzic,948133,1493202
valentin-oelz,694561,1149202
rocco-zikovic,853084,1152899
douglas-mendes,921863,1134472
mario-pejazic,724062,1188192
mark-gevorgyan,692472,1385463
soumaila-diabate,1089004,1468564
mohammad-sadeqi,610393,1385464
oliver-lukic,915896,1423477
dominik-lechner,804029,1391591
phillip-verhounig,842189,1423479
timothy-obi,707774,1407881
christoph-wiener-pucher,905112,
nils-ostermann,604524,1139097
konstantin-schopp,805123,1484314
leon-grube,527579,1212232
noah-eyawo,404948,918417
felix-pegam,655246,1212229
senad-mustafic,805121,1473107
daniel-saurer,440897,1139099
maurice-amreich,692750,1212235
jonas-locker,692758,1149219
tiziano-klamler,692757,1212240
luca-moser,604523,
antonio-ilic,917857,1473110
johann-lieber,629007,1212230
jonas-karner,692755,1212231
do-an-lee,831969,1478882
milan-toth,715750,1102513
peter-kiedl,692756,1386287
ermal-krasniqi,742010,1498939
mario-mladenov,719453,1417356
raul-galvan,679864,1399959
furkan-demir,692598,1391308
senol-hasanoski,742009,1149206
philipp-wydra,580626,1083189
aaron-sky-schwarz,604458,1391307
jovan-zivkovic,888286,1423470
niklas-lang,669631,1386993
etienne-tare,690189,1016208
furkan-dursun,803045,1149221
kenan-jusic,689255,1149214
jonas-uberbacher,923856,1392646
dejan-radonjic,742018,1411831
noah-leopold,655216,1150768
andrija-milosavljevic,689276,1386690
samuel-brobbey,315247,
david-ewemade,803949,1472951
sanel-saljic,803967,1149208
daniel-au-yeong,548033,1138092
rocco-sutterluty,689278,1391296
lukas-haubenwaller,601101,1472947
kevin-radulovic,746156,1212350
simon-seidl,620496,1131565
jahn-herrmann,406612,901886
dirk-carlson,341530,850318
fadhel-morou,491177,886453
yannick-scheidegger,500757,1032914
benedict-scharner,724058,1149240
luis-hartwig,571140,1064084
maximilian-fahler,796766,1481928
josef-gruber,684775,1129590
maximilian-somnitz,692713,1175444
artem-marchenko,1098302,
paolo-jager,601131,1212284
martin-murg,1040215,1392542
lenn-jastremski,524560,1006388
bogdan-viunnyk,623331,1005387
jurica-poldrugac,610045,970556
luka-duvnjak,465325,970510
patrick-gante,710091,1407641
dominik-sulzer,523901,1212434
jakob-scholler,715893,1149220
nicolas-keckeisen,441432,1084014
adrian-koreimann,687183,1149246
david-puczka,715894,1399888
niklas-marlovics,715896,
jan-murgas,688985,1212439
andrej-stevanovic,687184,1212428
marco-wagner,601117,1212441
tizian-marth,580621,1212445
nadir-ajanovic,689022,1392665
jakob-tranziska,686462,
reinhard-young,811272,1472782
niklas-linke,698475,
lukas-weber,1112358,1474725
jonas-maurer,1112357,1504859
emil-safer,1112356,1490707
niklas-hoffmann,282104,823385
tyrese-ikekpolor,900752,
paul-lipczinski,674052,1212270
benjamin-mulahalilovic,307815,
raphael-bauer,1041507,1394118
filip-stojak,1107380,1472784
jakob-seidl,1143780,
david-volk,1143781,
maximilian-pronichev,243805,355416
haris-ismailcebioglu,601077,1494084
thomas-willersberger,1112638,1087496
harald-hauser,1018090,1391299
daniel-rosenbichler,159586,186679
marcel-moschinger,693385,1391298
lukas-henikl,601076,1391300
marcel-ladan,1031703,1391301
andreas-lukse,29586,13987
oktay-kazan,315381,
elias-behringer,1072999,
christian-spitzer,1074369,1427053
nikola-curuvija,1076396,
noah-steiner,354026,918953
thomas-kreuzhuber,275238,574714
razvan-boca,905016,1440639
cedomir-bumbic,354021,919394
antonio-paric,1032580,1386196
noah-rossler,631493,1090315
kerim-abazovic,909423,1212385
marcel-toth,51098,37326
bernhard-luxbacher,147406,288023
itamar-noy,648091,1002078
joel-kitenge,825107,1087343
luca-edelhofer,434097,940258
edvin-ramic,1032581,1386249
hakija-mahmutovic,936953,
sebastian-voglmaier,602654,1212332
eman-lidjan,1023895,
tobias-pellegrini,186372,282097
faris-zubanovic,536560,985369
eldin-sehic,805306,1142151
marvin-wieser,692767,1212234
nico-grubor,576890,940280
niklas-szerencsi,353551,919410
anto-bonic,515106,1504849
stefan-djuric,804869,1381970
dino-dimmel,935972,1490708
maximilian-jus,917359,
justin-ospelt,405831,885652
raphael-morscher,319592,
cavafe,675890,985364
william-rodrigues,258366,
ljubomir-popovic,1020701,1386689
noa-mathis,610764,1391452
eren-yuzuak,1048796,
silvan-kriz,464188,1033969
miguel-mayr,917973,
aaron-fontain,1020457,1386688
renan,883623,
gustavo-santos,343794,1654008
marco-wieser,585613,1472949
philipp-gassner,553634,1064823
tobias-bencsics,504484,1391453
alexander-mankowski,608896,
masse-scherzadeh,547117,1087346
tarik-rusovic,803936,1472785
rasid-ikanovic,982051,1476704
denis-adamov,321045,869668
eren-keles,275003,336113
vice-miljanic,506292,879882
matej-kovar,550829,927366
asger-sorensen,260846,280729
dimitrije-kamenovic,465565,890910
kaan-kairinen,322989,547862
qazim-laci,290552,284395
jakub-jankto,319160,569556
awer-mabil,255729,307082
igoh-ogbu,567738,927493
jakub-kopacek,671027,1393072
christos-zafeiris,580978,1026524
marek-naskos,1013796,1488380
dominik-pech,1066142,1418636
samuel-pikolon,765097,1424335
martin-jedlicka,293357,795155
adam-cihak,464813,769343
adam-vrba,534570,907173
erik-jirka,339693,562194
matej-vydra,101500,58488
eneo-bitri,259218,939580
robert-miskovic,581358,1384608
dele-israel,786308,
jakub-winkler,817862,
ivan-varfolomeev,779244,1104253
tomas-polyak,817860,1126854
milan-lexa,1100641,1440698
victor-olatunji,565045,931823
tomas-brecka,265879,152971
jan-moravek,63022,23666
dion-cools,316422,559206
joshua-akpudje,672223,1024022
tomas-kubin,1115821,
ondrej-podzimek,469274,1495203
colet-kapanga,600166,1438671
bernardo-rosa,476367,991571
leandro-lima,688079,
nemanja-micevic,599345,942147
ibrahima-sarr,1112787,
yegor-tsykalo,1042137,1435247
marek-beranek,584286,1436326
babacar-sy,1032790,
roman-cerepkai,546879,964166
matej-luksch,568339,889945
sebastien-bohm,666581,1429746
branislav-sluka,412639,825980
jakub-gric,239940,325115
jakub-svec,553347,913223
johnson-owusu,359375,981667
nedjeljko-kovinic,845581,1130148
babajide-isaiah,1001398,1393063
michal-svec,21124,12186
alexandr-barta,486607,996999
mohammed-al-rashdi,990132,1393076
ebrima-singhateh,972353,
victor-osuagwu,1001283,1393073
jakub-tosnar,765110,1492580
tomas-kuchar,672845,1144377
amath-cisse,908676,1436343
jan-david,622241,976403
daniel-grecmal,622213,976417
moses-emmanuel,1071296,1495182
precious-nwankwo,1071047,1416942
adam-krcik,404341,941395
martin-zednicek,728633,1392716
marek-bielan,668347,1008885
aboubacar-traore,1071300,1493200
amar-memic,638990,1129610
adeleke-akinyemi,153138,875549
kelvin-boateng,614157,1032039
jakub-uhlir,941480,1395652
jiri-hudec,939991,1488366
filip-spatenka,988917,1409038
jakub-hodek,666632,1171379
filip-jicha,584272,904375
ales-kvapil,1046897,
sampson-dweh,686806,
musa-ramathan,711429,1103338
jan-fulnek,721814,1089876
golden-mafwenta,801356,1008549
alassane-traore,1046849,1512812
cheick-souare,569367,1046473
alexis-alegue,228999,823213
ismael-dao,861183,1106403
bakr-abdellaoui,511028,939725
adama-fofana,648579,1035985
grant-williams,1055341,1413585
fahad-bayo,569035,1006193
maxim-nzesseu-bassogog,1123594,1513013
volodymyr-krynskyi,332144,792809
marek-parizek,1076052,
david-zbozinek,1051889,
jakub-elbel,673450,1102516
jarmil-blahuta,665555,1170899
gouamene-sosthene-dano,1039175,
jakub-cermak,1135469,
dominik-navratil,1140125,
artem-shchedryi,123279,
lukas-kalvoda,1061423,
vit-novotny,728582,1609710
alaa-el-baba,243695,927921
ahmed-el-sheikh,304763,840700
emmanuel-anih,699637,1159710
ngagne-fall,1047055,1389850
jakub-stepanek,951556,1486477
marek-kolar,260503,932745
roan-nogha,1001017,1210757
chisom-onije,711075,1172790
aliou-diao,1111463,
david-ludvicek,728583,1171378
dusan-kubr,1126451,
jiri-plachy,1136991,1609760
abdullahi-tanko,543411,991664
jiri-chara,642892,838785
mamadou-kone,410420,873626
alioune-sylla,921203,1436344
john-alozie,1058637,1513102
ede-oloko,1047292,1475045
thomas-whiffen,1110865,1467951
radim-dostal,660334,1393143
vojtech-hranos,908061,1424340
danyil-dolechek,673444,1395965
vit-vesely,1076653,
jakub-brat,665573,1069564
michal-skwarczek,187320,148930
matyas-kodydek,620220,907167
david-bauer,1054042,1399611
jaroslav-straka,1122923,
adam-laczko,404504,815140
dmytro-dzupenjuk,1047316,1413211
salif-sidibe,620422,972533
matyas-ferlay,1061419,
martin-taus,1120796,1479095
ondrej-schovanec,1047313,1432018
viktor-buryan,1060780,1418149
martin-klocek,1076054,1427168
matej-mieszek,982904,
martin-slaninka,239958,325109
marian-tandara,482835,916904
matej-klocek,1076055,1427167
petr-cmiel,1141251,
krystof-horniak,1142471,1496055
tobias-nieslanik,1141542,
matyas-tresl,1058614,1479334
daniel-jirik,956066,
dominik-farka,935506,1426379
matyas-miska,953118,1488203
filip-sancl,1045167,1481339
michal-zahradnik,641663,1426380
stefan-jovanoski,923668,1424326
jakub-hausman,1034734,1405467
krystof-pancev,1034737,1405471
ondrej-kopecky,1034736,1405474
matyas-mervard,1074447,
stepan-fiker,1034733,1405475
frantisek-herak,955188,1405486
patrik-urban,1034740,
mustapha-toyin,1048443,1405477
denis-zamazal,1145048,
jindrich-hefner,1145049,
jakub-lopatar,740583,1405468
ahmed-shami,1117067,
tomas-jelinek,1034738,1405476
jakub-dufek,923666,1405464
david-mikulanda,1044527,1405460
marzuq-yahaya,1048444,1405473
daniel-bouchner,923672,1405459
bolu-ogungbayi,1048442,1405458
michael-kanok,1044526,
erik-trautenberger,1062766,
vojta-sevcik,1134535,
jakub-vladimir-kojecky,1059072,
david-grygera,1115680,
jiri-stefan,1126043,
filip-hellebrand,1134537,
adam-antolak,1137976,
richard-hvozdensky,1115681,
ondrej-navratil,1059071,
serafym-gordiyenko,1122972,
martin-tesar,1078873,
jakub-ondrousek,1078872,
tomas-hellebrand,1142060,
filip-dornak,1126044,
borek-konarik,1134536,
karel-chytil,1122971,
lukas-branecky,923671,1424338
pedro-antonio-rodriguez,765068,1562279
simon-tesar,765109,1424333
martin-cettl,1069524,1562273
lukas-saal,955192,1424330
jakub-setka,1009612,1424327
ondrej-penxa,1013797,1479509
jaroslav-vanek,1062959,1562272
tomas-stasak,1044520,
daniel-pavis,740577,
patrik-siegl,1142061,
daniel-kubat,1066140,1418629
david-macharacek,1115587,
ondrej-petras,1115588,
simon-jalovicor,1044521,1800243
vaclav-zahradnicek,1115586,
jakub-palenik,740593,
matyas-nechvatal,1013807,1605358
krystof-judas,1071017,
adam-proniuk,1044519,1481337
tobias-keller,1013808,
matyas-moucka,1120208,
lumir-krejci,1058622,
jan-harustak,1072837,
tadeas-kowalczyk,1118056,
bohuslav-musil,923670,1424328
jiri-micek,1013792,1605317
david-rehacek,1013802,1605281
michael-gotsiridse,1109890,
chidera-agbo,1118055,
marek-havran,765077,1608378
jimy-perrette,765106,
filip-podhorny,1040844,
dalibor-badosek,1040845,
umar-abubakar-shattima,1071301,1610408
sebastian-divis,1115604,
robert-petruska,1013693,
yan-slipchenko,1018648,
lucky-emmanuel,739247,
michal-kysely,1069486,
carlos-henrique,1109891,
artem-tarasenko,1109893,1801380
muhammed-jamiu-abdoulkarim,1115605,1802482
abdullahi-bewene,1118054,
jakub-folta,1001358,
robin-rezak,1067164,
jakub-foltyn,1076525,
simon-simecek,947950,
oliwier-cwikla,1048441,
ondrej-drobek,1115589,
jan-pecold,1044498,
patrik-horvath,1126041,
martins-egwu,1130320,
kaka,1109889,
lukas-hrdina,1143613,
oleksandr-vradiy,1044532,
piotr-wojnar,1140204,
vitek-korenek,1062672,
vojtech-radecki,1122736,
danylo-sklyarenko,1127126,1603119
andriy-alyokhin,1126040,
nikolas-macko,1044531,
pedro-henrique,1059883,
dalibor-graf,765075,
emmanuel-ayaosi,985844,1604217
filip-imrich,1136479,
peter-okechukwu,1130321,
allan-salapatek,1043599,
filip-barborak,1048579,
daniel-baumgartner,1044530,
kahuan-vinicius,1043547,1632753
tymur-chepovoy,1048580,
filip-holan,1016307,
viktor-nevecny,1058746,
david-leska,1045161,
ondrej-horak,1023340,
mikulas-kloucek,1045164,
filip-vesely,1069527,
david-raitmajer,1127432,
matej-pivnicka,1134538,
marek-novak,1136481,
jan-haala,1045163,
tomas-svanda,812809,
jan-chytry,1045168,1506503
dalibor-krajco,1023341,
jan-smid,1045170,
roman-blazek,1045171,
jachym-puzrla,1115596,
matyas-manasek,1126039,
filip-jelinek,1127433,
filip-sebek,1140206,
matyas-dolejsi,1140207,
krystof-hudak,1115594,
tomas-udrzal,1045169,
frantisek-och,829798,
adam-stary,1115595,
daniel-marsik,1016308,
jakub-pansky,1045165,
tadeas-smejkal,1045166,
david-matousek,1115593,
matej-jicha,949709,
petr-stancl,1021425,
tomas-zimmermann,1140208,
daniel-raus,1045162,
tadeas-zaruba,1045160,
dominik-cermak,967180,
ondrej-novotny,1046266,
jan-vlk,993283,
lukas-dymak,1044997,
matej-rubak,1058635,
